propertyCode;latitude;longitude;estacion_mas_cercana;distancia_metros;farmacia_mas_cercana;distancia_farmacias;farmacia_mas_cercana_idx;autobus_mas_cercana;distancia_autobuss
101602130;41.3902137;2.1654086;Passeig de Gràcia (L2);254.73018130090657;Internacional;173.6063462049983;462.0;Busplana Barcelona;112.49062227213061
103481581;41.3902094;2.1571928;Provença;303.1622679705811;Farmàcia Serralta Baquero, M. Teresa;27.434284854316235;2063.0;Aribau - Mallorca;74.6553449066506
105280105;41.4065454;2.1697621;Sagrada Família;444.0373809213622;Farmàcia Sardenya - Llic. Irene Malo Cruz;78.3333122506737;1688.0;Marina - Indústria;120.03375990174735
105570234;41.3790814;2.1581493;Rocafort;299.6424930711973;Farmàcia Reverter Agueras, Manuel C.;8.234328145796198;2106.0;Viladomat - Sepúlveda;2.6996269022007495
94911838;41.3889996;2.1697832;Passeig de Gràcia (L2);135.24743604017974;Farmàcia Galup Russines, Mireia;116.69782183585804;468.0;Pg de Gràcia - Casp;46.968194156183635
105491009;41.3894809;2.118532;Palau Reial;411.8363707486008;Farmacia Marta Grau;165.7998506632287;165.0;Av Pedralbes - Pg Manuel Girona;67.31187568693632
104077396;41.3815382;2.1587499;Urgell;105.9362870303746;Farmacia Madroñal;107.3615692331547;573.0;Gran Via - Comt Borrell;56.34886020037437
105280101;41.4051032;2.1683137;Joanic;447.6335525691179;Farmàcia Rojo Boixareu, Mercedes;46.54168494392031;1695.0;Indústria - Nàpols;22.371312342021284
104808180;41.3976463;2.142545;Muntaner;111.47523422881252;Farmàcia Zambrana Ibáñez, Javier;69.88141070028593;521.0;Muntaner - Via Augusta;136.78915788546925
105392524;41.391697;2.1507783;Hospital Clínic;393.1527256341929;Farmàcia Gibert, M. Dolors - París, Sílvia;44.83616365676389;937.0;Casanova - París;56.949898197571585
85648342;41.3858408;2.1613522;Universitat;229.97294637066767;Farmacia Franquesa Solé;97.12530745882448;663.0;Aribau - Gran Via;100.30570678194995
105080866;41.3807226;2.1502802;Rocafort;395.20871625734816;Farmàcia Vilalta;35.90667481905096;2105.0;Entença - Consell de Cent;75.20015410791078
