properties.name;latitude;longitude
Escola Banús;2.2141689;41.4461459
Escola Tanit;2.2147914;41.4450216
Escola Miguel de Unamuno;2.2112573;41.4440771
Escola Santa Coiloma;2.2049589;41.448387
Escola Fray Luis de León;2.2071723;41.4477762
Escola Sant Just;2.209041;41.4483144
Escola Mercè Rodoreda;2.21593;41.4501918
Escola Joan Salvat i Papasseit;2.2156765;41.450561
Escola Beethoven;2.2202396;41.4504025
Escola Wagner;2.2206724;41.4514983
Col·legi Les Neus;2.2190901;41.4513054
Escola Tres Pins;2.1602279;41.3674262
Escola Torre Balldovina;2.2031277;41.4528696
Escola Les Palmeres;2.2115056;41.4543074
Escola Ausiàs March;2.2174534;41.4536043
Escola Sagrada Familia;2.2062839;41.4583039
Escola Fructuós Gelabert;2.1704645;41.4060461
Escola Sagrada Família;2.1708421;41.4044529
Escola Riera Alta;2.2148634;41.4561126
Institut Escola Lluís Millet;2.1973001;41.4596547
Escola Gayarre;2.1404216;41.3728443
Col·legi Tecla Sala;2.0981612;41.3605759
Virgen del Carmen;2.210376;41.4503008
Escola Primavera;2.2057293;41.4623944
Escola Jaume Salvatella;2.2037955;41.4568915
CEE Josep Sol i Rodríguez;2.2098184;41.4608798
Centre d'educació especialitzada Balmes I;2.0321319;41.3371295
Institut Escola La Mina;2.2217218;41.4152647
Escola El Turó;2.1709534;41.4316809
Institut Eugeni d’Ors;2.1154488;41.3732274
Sagrado Corazón;2.1838092;41.3996975
Escola Norai;2.1035521;41.3745569
Institut Maria Espinalt;2.2029436;41.4057705
Escola Mitja Costa;2.174304;41.4831471
Col·legi Pineda;2.1195617;41.3568772
Escola Ciutat Comtal;2.1830771;41.4628426
Institut Joan Brossa;2.1674419;41.4146386
Abat Oliba-Spínola;2.1681111;41.4150209
Institut Ítaca;2.046993;41.3406397
Centre d'Estudis Roca;2.186313;41.421892
Escola Lola Anglada;2.1032117;41.3680327
Escola Miquel Martí i Pol;2.0174692;41.3237723
ISC;2.1350925;41.3858242
Escola Dovella;2.1856665;41.4114287
Institut Lluís de Requesens;2.0192124;41.4039686
Escola Pont de la Cadena;2.0184891;41.4062915
Institut Fort Pius;2.1798694;41.3941406
Escola Tabor;2.1789782;41.4072351
Escola Tabor;2.1790109;41.4072729
Escola Patronat Domenech;2.1580679;41.3985368
FEDAC - Santa Coloma;2.2102952;41.4499936
Institut La Bastida;2.2171;41.4583522
Acadèmia Fuster;2.2086448;41.4548545
Escola de Formació Professional Antoni Algueró;2.0751507;41.3776751
Institut Bellvitge;2.1137619;41.3522913
Col·legi Pare Enric d'Ossó;2.1137339;41.3495475
Institut Europa;2.1128617;41.3553804
Escola La Marina;2.1092771;41.3531289
Col·legi Maristes de Rubí;2.0366469;41.4904035
Escola Cau de la Guineu;1.9245239;41.4105372
Arrels-Esperança;2.2238292;41.4390989
Col·legi La Mercè;1.9299598;41.473343
Institut Mercè Rodoreda;2.1036382;41.3556781
Institut Escola Les Vinyes;1.9816911;41.4807756
Institut Vall d'Arús;1.9433615;41.3878344
Col·legi Ginesta;2.1677506;41.4608578
Escola Mestre Morera;2.1677216;41.4593396
Escola Ferrer i Guàrdia;2.1748165;41.4614477
Centre Educatiu Mare Alfonsa Cavin;2.1751525;41.4603143
Escola Elisenda de Montcada;2.1790169;41.4602537
Escola Gitanjali;2.2475889;41.4467347
Llar d'infants L'Escoleta de Badalona;2.2455774;41.4444858
Escola Cascavell;2.2137307;41.4204851
FEDAC Sant Andreu;2.1916539;41.4323308
Escola l'Estel;2.1888653;41.4193281
Escola El Sagrer;2.18968;41.4220234
Escola La Llacuna del Poblenou;2.198346;41.4021729
Escola Baró de Viver;2.1996785;41.4456605
Col·legi Abat Oliba-Loreto;2.1071428;41.3938782
Aula Escuela Europea;2.1075592;41.3987509
Escola Laia;2.1893098;41.4292296
Escola Laia;2.1896215;41.429266
Institut Josep Serrat i Bonastre;2.1481774;41.4066394
Saint Nicholas School;2.1634514;41.3965192
Escola Bàrkeno;2.1439359;41.3548632
Escola Madres Concepcionistas de la Enseñanza;2.1489337;41.4052391
Escola Cavall Bernat;2.1316768;41.3706292
Associació Centre Pedralbes;2.1142796;41.3979948
Sagrado Corazón;2.1205993;41.3929603
Escola Orlandai;2.1195709;41.3971284
St.George's School the British School of Catalunya;2.1182281;41.3992762
Scuola Dell'infanzia Maria Montessori;2.1206461;41.3981764
Escola Anglesola;2.1333294;41.3883417
Escola Voramar;2.1982473;41.3958426
Institut escola Tres Fonts de Les Corts;2.1301282;41.3850253
Escola Ítaca;2.1340595;41.3885332
Institut Escola Rec Comtal;2.1917345;41.4515588
Santísima Trinidad;2.1910878;41.4504244
Vedruna Gràcia Barcelona;2.1517724;41.4048533
Escola Nostra Senyora de Lurdes;2.1506858;41.4004019
Afa Ciutat Meridiana;2.1715929;41.4591363
Col·legi Sant Francesc Xavier;2.1579485;41.3724902
Col·legi Sant Josep;2.1552711;41.4024
Escola Timbaler del Bruc;2.1777233;41.4283762
Escola Cal Maiol;2.1360301;41.3727822
Escola Nou Patufet;2.1592008;41.4057152
Escola Josep Maria Jujol;2.1556369;41.3979662
Escola Emili Juncadella;2.1815102;41.4178925
Escola Municipal de Segones Oportunitats;2.1813778;41.4166654
Escola Guinardó;2.179651;41.4194618
Mare de Déu dels Àngels;2.1906751;41.4254311
Mare de Déu dels Àngels;2.1914651;41.4229448
Institut Pablo Ruiz Picaso;2.1797723;41.4597064
Escola Busquets i Punset;2.0966115;41.3630155
CEE L'Estel- Can Bori;2.0960379;41.3620609
Centre Educatiu Mare de Déu de la Soledat;2.1931977;41.433675
Institut Escola Turó de Roquetes;2.1731105;41.4463585
Institut Jaume Balmes;2.1666993;41.3923042
Col·legi Lestonnac;2.166542;41.3926916
Institut Escola Turó de Roquetes;2.1711886;41.446695
Escola Magòria;2.1459428;41.3715759
Escola Sagrada Família;2.186174;41.4388718
Escola Virolai;2.1520848;41.4175051
Escola Fort Pienc;2.1824289;41.3950111
Institut XXV Olimpíada;2.1485281;41.3701401
Llar d'Infants La Pomera;2.0598506;41.3666402
Col·legi Sant Gabriel;2.2117072;41.4206507
Col·legi Educació Especial Concha Espina;2.2087526;41.4183793
Col·legi Jesús Maria i Josep;2.1838448;41.4308857
Escola Palcam;2.1715896;41.4107735
Escola Parc del Guinardó;2.1700823;41.4200417
Institut Francisco de Goya;2.1700658;41.4207032
Escola Els Arenys;1.983052;41.4721852
Escola Sant Francesc d'Assís;2.0534646;41.3690108
Escola Benviure;1.9780416;41.4750977
Escola Drassanes;2.1777768;41.3792393
Institució Cultural del CIC;2.1389192;41.3975322
Institut Viladomat;2.1547362;41.3824614
Escola Mare de Déu de Montserrat;2.1353937;41.4260916
Escola d'Aprenents Sant Genís dels Agudells;2.1364185;41.4279306
Institut Can Vilumara;2.1036987;41.3628238
Escola Anselm Clavé;2.0714558;41.3556387
Escola Sagrada Família;2.0720605;41.3559553
Escola d'educació especial Tramuntana;2.0467932;41.3790172
Escola Falguera;2.0384088;41.3843354
Escola Barrufet;2.1346057;41.3769762
Escola Can Clos;2.1478936;41.3606227
Institut Martí Dot;2.0396;41.3850452
Escola Edumar;1.9783432;41.2703439
Laietània;2.2389181;41.4457878
Institut Escola de Mitjans Audiovisuals - EMAV;2.1383825;41.3676046
Escola Pep Ventura;2.1224732;41.3747913
Escola el Polvorí;2.1425797;41.363473
Escola Francesc Macià;2.1478592;41.3746745
Escola Àngel Guimerà;1.9944308;41.4161297
Escola Casal dels Àngels;2.1278347;41.3656981
Escola Casal dels Àngels;2.1185246;41.3646698
Escola Infant Jesús;2.1495795;41.3968135
Col·legi Tecla Sala;2.1014849;41.3614414
Col·legi Escaladei;2.1403142;41.4925665
Col·legi Montserrat;2.1420616;41.4900186
Escola Azorín;2.1262478;41.3664901
JesuÏtes Poble Sec - Sant Pere Claver;2.1736473;41.3732043
Santo Tomás;2.0342458;41.3475544
Pedagogium Cos;2.0391918;41.3413925
FEDAC-Cerdanyola;2.1425108;41.4915621
CEE Centre de Formació i Treball Flor de Maig;2.1203508;41.467472
Escola del Bosc;2.0403637;41.4940181
Escola Tiana de la Riba;2.1437039;41.4981446
Institut Escola Teresa Altet;2.0460434;41.4984659
CEE Ca N'Oriol;2.0455331;41.4990662
Deià Escola d'Art i Superior de Disseny;2.1677783;41.4442777
FEDAC-Ripollet;2.1540058;41.4978265
Institut Jaume Botey;2.1182801;41.3627998
Institut l'Estatut;2.0398314;41.4914834
Escola Pau Casals;2.1150873;41.3689299
Escola Joaquim Ruyra;2.1117338;41.3674048
Institut Eduard Fontserè;2.1119432;41.3671767
Escola Ítaca;2.2206917;41.4373649
Institut Barres i Ones;2.2212463;41.4375644
Col·legi Xaloc;2.1198667;41.3547063
Institut Provençana;2.1147534;41.3629805
Escola Josep Carner;2.2245989;41.4415135
Escola Santa Dorotea. Salesianes Sarrià;2.1291506;41.3936477
Institut Escola Gornal;2.1178253;41.3582403
Escola Pau Casals-Gràcia;2.1619233;41.4092233
Escola José Echegaray;1.9200088;41.4733464
Institut Joan Coromines;2.1448881;41.3729234
Institut Martí Pous;2.190674;41.4333892
Escola Menéndez Pidal;2.1110286;41.3728548
Col·legi La Mercè;1.9302573;41.4739672
Institut Menéndez y Pelayo;2.1446857;41.4002081
Escola Collaso i Gil;2.1694158;41.3758942
Escola Rubén Darío;2.1658494;41.3769833
Escola Coves d'en Cimany;2.1530565;41.4206419
Escola Coves d'en Cimany;2.1523882;41.4204554
Escola Joan Pelegrí;2.14476;41.3757403
Col·legi Lestonnac;2.2227511;41.4338857
Escola Josep Boada;2.2320019;41.4381154
Escola Octavio Paz;2.1893128;41.4143971
EASD Serra i Abella;2.122624;41.3587105
Saint Peter's School;2.106417;41.3890753
Escola Solc;2.1068318;41.3897214
Kensington School;2.1101278;41.3897654
Escola Santíssima Trinitat;2.1092886;41.3893608
Institut de Pedagogia Terapèutica Jeroni de Moragas;2.1073081;41.3958802
Saint Paul's School;2.1052181;41.3917132
The Benjamin Franklin International School;2.1188271;41.4062598
Institut Llobregat;2.1144223;41.3637223
Escola Josep Janés;2.1107892;41.3650584
Escola Joan Maragall;2.1091974;41.3636422
Els Arcs;2.1392172;41.4000211
Escola Pau Vila;2.1093303;41.3687803
Escola Sant Josep - el Pi;2.1091498;41.3646358
Escola Pau Sans;2.1110033;41.3618797
Colegi Camí;2.1799986;41.4295836
Escola Patufet Sant Jordi - Francesc Batallé i Aragonès;2.1029123;41.3570165
Escola l'Estel;2.1888653;41.4193281
Sant Lluís;2.1821477;41.442047
Institut Escola Baldomer Solà;2.2289619;41.4371457
Escola Pau Casals;2.0336574;41.4911254
Escola Santiago Ramón y Cajal;2.1220055;41.3690493
Institut Escola Maria Miret;2.1239182;41.3736018
Escola Ernest Lluch;2.1198375;41.3698311
Escola La Carpa;2.09989;41.366821
Escola La Floresta;2.0641267;41.4492713
La Farga. Escola Infanil;2.0600068;41.4627469
Col·legi La Farga;2.0576166;41.4693752
Institut Leonardo da Vinci;2.0538794;41.4801398
la Miranda;2.0833937;41.3872979
Jesuïtes Casp - Sagrat Cor de Jesús;2.1713798;41.3903315
Escola Arrels - Blanquerna;2.2479631;41.4615152
Institut Torrent dels Alous;2.0396412;41.4834427
Escola Entença;2.1474484;41.387548
Escola Entença;2.1472318;41.3875945
Col·legi Crea Nova;2.0559034;41.4810009
Sant Joan Bosco;2.1497716;41.4358053
Col·legi Sant Josep;2.0226258;41.3484876
Institut Marianao;2.0227261;41.3494167
Col·legi Sant Josep Primària;2.0229118;41.3456298
Escola Antoni Gaudí;2.03573;41.3491665
Highlands School Barcelona;2.0943623;41.3818476
Escola Marianao;2.0245065;41.3498428
Escola Mossèn Jacint Verdaguer;2.1545065;41.3732054
Lyceé Français de Barcelone;2.1292273;41.4056783
Escola El Garrofer;2.0124197;41.317158
Institut Miramar;2.005915;41.317268
Escola Montserratina;2.0061913;41.3196263
Institut Torre Roja;2.0184339;41.3229469
Institut Olímpia;2.0185023;41.3240991
Escola Dr. Trueta;2.0213919;41.3196764
The American School of Barcelona;2.084391;41.383545
Col·legi Madre Sacramento;2.078131;41.3799609
Escola Pau Vila;2.051112;41.387032
Escola Josep Monmany i Amat;2.0499658;41.3868032
Col·legi Sant Gabriel;2.0235722;41.3137613
Institut La Riera;2.2552739;41.4567065
Centre Educatiu Immaculada Concepció;2.1613101;41.4282988
Escola Els Llorers;2.1529238;41.3838259
Escola Gravi;2.1410602;41.4203701
Escola Can Massallera;2.0423656;41.3420526
Escola Arc Iris;2.1708365;41.4252685
Escola Auditori;2.1881048;41.3966881
Aloma;2.1788432;41.4324278
Institut Tiana;2.2633785;41.491399
Dominiques Vallirana;1.9281911;41.3820549
Institut Torras i Bages;2.1017797;41.3661324
Col·legi Sagrada Família;2.018947;41.3152776
Escola Mestral;2.049494;41.3934723
Institut Escola Catalunya;2.0484272;41.4690909
Escola Mare de Déu de Montserrat;2.0332691;41.4886932
Escola Dolors Monserdà-Santapau;2.1154936;41.4049749
Col·legi Padre Damián Sagrados Corazones;2.1162126;41.4053137
Cole·legi Garbiñe;2.1373428;41.3652508
Vedruna Àngels Barcelona;2.1679102;41.3832618
Institut Escola Elisabets;2.1680124;41.3839805
Escola Provençana;2.1295866;41.3687093
Institut Sagrera Sant Andreu;2.1937906;41.4392995
Escola Palma de Mallorca;2.177519;41.4329817
Virolai Petit;2.1570307;41.4120231
Centre Educatiu Reina Elisenda;2.1535617;41.4133247
Escola Regina Carmeli;2.158336;41.4344889
Institut Ventura Gassol;2.22436;41.4559857
CEFP Núria;2.0010969;41.3011449
Institut Castellbisbal;1.9829812;41.4782676
Escola Tomàs Moro;2.1634657;41.4427598
Escola turó del Cargol;2.1529467;41.4110869
Institut - Escola Torrelles (edifici verd);1.9755794;41.3523108
Acis;2.1604997;41.4145283
Regina Carmeli;2.0294274;41.4895815
Escola Jaume Balmes;1.9248633;41.4151366
Josep Tous;2.1288894;41.3745852
La Salle Comtal;2.1754968;41.3880273
Institut de Santa Coloma de Gramenet;2.2006566;41.4555811
CFA Arquitecte Jujol;2.0626421;41.3663164
Escola Els Convents;1.9307676;41.4726786
Escola Oficial Idiomes Barcelona IV. La Pau;2.2089213;41.4236937
Escola Josep Maria Madorell;2.0204981;41.4045935
Col·legi Seimar;2.2056774;41.4512881
Institut Montpedrós;2.012976;41.3648077
Escola Mare de Déu de Montserrat;1.9821236;41.47386
Escola Montserrat;2.1105719;41.4094759
Liceu Castro de la Peña;2.175375;41.4169696
Escola Àngela Roca;2.0171171;41.3205466
Escola Josep Maria Folch i Torres;2.1028469;41.370064
Institut d'Educació Secundària Margarida Xirgu;2.1143158;41.3749402
Escola Sagrada Familia;2.2065362;41.459063
Escola Rosselló Pòrcel;2.215336;41.4507447
Santíssima Trinitat;2.2207495;41.43267
Mare de Déu de l'Assumpció;2.2283886;41.4386593
Alegre;2.100404;41.3691124
Acis-Artur Martorell;2.1620824;41.4166312
Escola Anne Sullivan;1.9668089;41.4183197
CFA Canyelles;2.1629779;41.4431727
Sagrat Cor-Sarrià;2.1170137;41.4006461
Escola Paco Candel;2.1216768;41.360104
Barcelona Sports Academy;2.0978867;41.4792026
Col·legi Urgell;2.1529277;41.3858436
Escola Auró;2.1524727;41.3857633
Institut Angeleta Ferrer;2.1789659;41.4001058
Institut Torrent de les Bruixes;2.2183005;41.4595477
Escola 25 de Setembre;2.0388695;41.4828163
Escola Sagrat Cor;2.165425;41.3756337
Goar;2.0066907;41.3229755
Escola La Ginesta;1.9337064;41.3854041
Col·legi Sant Antoni Maria Claret;2.1665772;41.4059601
Escola El Turó;2.1869745;41.4819918
Institut La Ribera;2.1892824;41.4796157
Escola Pompeu Fabra;1.933672;41.3873741
Centre Educatiu Mare de Déu del Roser;2.1584273;41.3849464
Col·legi Reial Monestir de Santa Isabel;2.1259192;41.3970428
Institut Vapor del Fil;2.1921655;41.4332304
Col·legi Tecla Sala;2.0995242;41.3609949
Escola Ausiàs March;2.0940084;41.3629723
Escola Màrius Torres;2.1154701;41.3755137
Escola Sant Ramon Nonat;2.1166913;41.3760863
Salesià de Sant Josep;2.1563706;41.3774983
Escola Teixidores de Gràcia;2.1604368;41.4071181
Escola Lola Anglada;2.2688355;41.4777495
Escola d’Adults Timó;2.274348;41.4724301
Escola Norai Montgat;2.2733549;41.4686004
Escola Marta Mata;2.1764466;41.442515
Escola Reixac;2.1894388;41.4869439
Escola Salvador Espriu;2.2797577;41.4688444
Escola Salvador Espriu - Edifici Sant Joan;2.2828478;41.4682216
Institut Jaume Salvador i Pedrol;2.0503841;41.3685884
Institut Escola Puig i Gairalt;2.1071132;41.3752589
Escola Jaume Ferran i Clua;2.0421064;41.4534985
Institut Valèria Haliné;1.9648711;41.2710819
Escola Pau Vila;2.0167178;41.4378181
Institut Joanot Martorell;2.0972634;41.3792389
Institut Rubió i Ors;2.1018804;41.3684268
Escola Joan Maragall;2.0791706;41.4738689
Escola Teide;2.0045395;41.3204142
Escola Ignasi Iglésias;2.0719909;41.3637839
Escola Congrés-Indians;2.1892733;41.4254035
Institut Escola Maria Miret;2.1229135;41.3738928
Gran Capità;2.0720284;41.3678008
Escola Pia-Luz Casanova;2.1752287;41.4431366
Cultural Fluvià;2.2474524;41.4530184
Maristes Champagnat;2.248131;41.4515428
Montserrat;2.2356729;41.4516429
Institut Mare de Déu de la Mercè;2.1432848;41.3497188
Nen Jesús de Praga;2.2446202;41.4516285
Mare de Déu del Coll;2.1513276;41.4199017
I.P.S.I. Escola de Primària;2.149936;41.3868561
I.P.S.I. Escola de Secundària;2.151194;41.3861554
I.P.S.I. Escola de Batxillerat;2.1507817;41.3867987
CFA Garrosa;2.0093077;41.3913372
CodeLearn;2.1374992;41.4093346
Llar Marillac;2.1715026;41.4024203
Escola Carlit;2.1748078;41.397403
Stucom;2.1651112;41.3858343
Ramiro de Maeztu;2.2162187;41.4387273
Centre de formació professional Llefià;2.2170083;41.4379776
CodeLearn;2.0790805;41.4677526
La Salle Barceloneta;2.1889751;41.3822035
Escola de Natura Angeleta Ferrer i Sensat;2.2418194;41.4747847
Hamelin-Laie;2.2968956;41.481244
Francesc Pejoan;2.1647553;41.3990324
Escola Ángel Baixeiras;2.178929;41.3810462
Mare del Diví Pastor;2.1753283;41.3935321
studi central;1.9140039;41.4743697
CFA El Clot;2.1922369;41.4114074
Sant Marc de Sarrià;2.1229418;41.4015789
Escola Gaia;2.1828802;41.4037889
La Farigola de Vallcarca;2.1467863;41.413805
Maria Selyanina's House-Pastry Lab;2.0894909;41.3867479
The Corner;2.2119189;41.4495816
The Corner;2.2102621;41.4507973
Tau;2.2114032;41.4500104
L'excentrica;2.2063857;41.4567051
The Corner Centre d' Estudis;2.2098507;41.4504082
La Colmena;2.2072085;41.4516762
Vedruna Immaculada Barcelona;2.1811715;41.4074982
Shalom;2.1615752;41.3922402
Escola Tiziana;2.2725918;41.4776877
Institut escola Tres Fonts de Les Corts;2.1285117;41.3850217
Escola Bressol Can Bacardí;2.1238033;41.379259
Escola Tècnico-Professional Xavier;2.1775217;41.3857648
Mare de Déu de Núria;2.1854155;41.4107971
Institut Lluïsa Cura;2.1631646;41.3809351
Institut Les Corts;2.1262533;41.3814774
Prat;2.1655929;41.3954608
Santa Teresa de Lisieux;2.1350304;41.3884185
El Joncar;2.2046063;41.4014406
Nen Déu;2.1776212;41.4231538
Canigó;2.1331531;41.4110373
St. Nicholas School;2.1633911;41.396571
Format Centre d'Estudis-Serveis Informàtics;2.2955643;41.4951181
Lleó XIII;2.1373285;41.4125428
CFA Rius i Taulet;2.1497687;41.4030447
Mary Ward;2.1416892;41.4018643
Escola Nausica;2.1452907;41.3971348
La casa del cine;2.1620797;41.4054365
Escola d'Aprenents SEAT;2.1428785;41.3541097
Escola Cultural;2.2206064;41.4364714
CFA Maria Rubies;2.1699014;41.3786314
L'Obrador del Burot;2.1657096;41.4067344
La Capsa de Colors;2.1646505;41.4066618
Escola Arcadia;2.1368274;41.3690684
Les Mans;2.1811954;41.4107648
Sant Josep Oriol;2.1575804;41.3843765
Escola Solc Nou;2.1425476;41.4145079
Guinardó;2.1796074;41.4199199
FEP Sant Medir;2.1383851;41.3696026
Centre d'Estudis Dolmen;2.1307293;41.3687016
Acadèmia Cultura;2.1259432;41.3705956
CFA Catalònia;2.1300427;41.361977
Immaculada Concepció Barcelona;2.1618131;41.3913086
Cruïlla al Punt. Escola de cuina;2.1806539;41.4598999
Escola Bernat Desclot;2.1308905;41.3632902
Escola Balaguer;2.1131179;41.3677403
Escola Joan Triadú;2.1598482;41.4066921
Kumon;2.1934399;41.4073716
Escola Estel-Guinardó;2.172604;41.4175649
Escola d'Art la Industrial;2.1481997;41.3882602
CFA Palau de Mar;2.1484308;41.3879238
Escola Joso;2.1442937;41.3842387
Llotja. Escola superior de disseny i art;2.1921475;41.4274712
Mare de Déu dels Àngels;2.1912905;41.4233164
Barcelona Akademy of art;2.1989863;41.397816
Escola Piaget;2.1524419;41.4223901
Santa Teresa de Jesús;2.1556907;41.4242233
CFA Bellvitge-Gornal;2.1173847;41.3526593
Escola Magòria;2.1465096;41.3716637
Perez Iborra;2.163455;41.3896119
Col·legi Sagrat Cor;2.001235;41.3070515
NOVA estudis;2.1141121;41.386966
Magic Mirror Center;2.1236315;41.3895553
Manent Rambla;2.2142623;41.4508458
Minguella;2.2544865;41.450887
López Torrejón;2.2407939;41.4438764
Danzalona;2.2388788;41.4454759
Institut Josefina Castellví i Piulachs;2.0105001;41.3077763
Escola Enxaneta;2.0109627;41.3075379
Col·legi Alfageme;2.1385526;41.3611946
Escola Entença;2.145432;41.3827802
Forma't;2.1436946;41.3745231
Idiomes Tarradellas;2.1435282;41.3887631
Som-hi dansa;2.144448;41.3912453
Escola Nàutica Port Olímpic;2.1466186;41.391903
Col-legi Camí;2.1809513;41.4296985
Escuela de Artes Aplicadas y Oficios Antiguos;2.17748;41.3809032
El Roser;2.0185057;41.3551854
Codelearn Rubí;2.0329072;41.4890572
Epitech Barcelone;2.1939432;41.3910039
Eada business school Barcelona;2.156194;41.3904669
Institut de Nàutica de Barcelona;2.1882103;41.3758124
Princess Margaret School;2.1659356;41.4265349
English School;2.1374529;41.4119181
Mireia;2.2706625;41.4624576
Escola Mary Ward;2.1409831;41.4011438
Escola Montserrat;2.0758933;41.3817557
Escola Montserrat;2.0759211;41.3818846
Sant Josep Teresianes;2.1653126;41.4057834
Institut Escola del Treball;2.1485642;41.3889909
Escola Joan Triadú;2.160263;41.4066007
Escola Taiga;2.1117111;41.4086586
Escola Sants Innocents;2.1815653;41.4248306
Escoles Fàsia;2.125094;41.4051254
Escola Fedac Horta;2.1552118;41.4343374
OAK House School;2.1175787;41.407014
Escuela Ucraniana MRIYA;2.196165;41.4217333
acidH;2.1612391;41.402057
Escola Gravi;2.1407117;41.4183958
Mare de Déu de Montserrat. Escola d'educació especial;2.1719345;41.4174852
Escola de dansa - STAGE;2.1778942;41.4134349
CFA Freire;2.1759238;41.4446992
CFA Prosperitat;2.1794888;41.4441248
Escola Concepcionistes;2.14863;41.4056557
Sant Francesc d'Assís;2.1633796;41.3851397
