properties.name;properties.route_ref;latitude;longitude
Mont d'Orsà;111;2.1031143;41.4113139
Funicular de Vallvidrera;111;2.1058333;41.4142655
Font del Mont - Parc de la Budellera;111;2.110141;41.4158817
Accés Escola Judicial;111;2.1125493;41.4167386
Ctra de Vallvidrera - Cruïlla de Carreteres;111;2.1166733;41.4178453
Ctra de Vallvidrera - Camí de l'Observatori;111;2.1196186;41.419742
Mentora Alsina;111;2.1210009;41.4217407
Ctra de Vallvidrera - El Castanyer;111;2.1213064;41.4254103
Ctra de Vallvidrera - St Cugat;111;2.1205526;41.4258377
Ctra de Vallvidrera al Tibidabo;111;2.1193135;41.4245383
Pl. Tibidabo;111;2.1188945;41.4216261
Lisboa - Av Estatut de Catalunya;185 112;2.1575195;41.4291914
Lisboa - Alarcón;185 112;2.1538801;41.4275302
Plàtans - Pl de la Clota;185 112;2.1505198;41.4261836
Granja Vella - Av Martí i Codolar;V17 185 112;2.1481989;41.4268388
Granja Vella - Basses d'Horta;V17 112;2.1448938;41.4270798
Hospital Vall d'Hebron;V17 112 119 185 N4;2.1430781;41.4269116
Av Jordà - Hosptital St Rafael;19 76;2.1414266;41.4250318
Av Jordà - Hosptital St Rafael;19 76;2.1414261;41.425126
Judea - Av Jordà;112;2.1408653;41.4250598
Sinaí;112;2.1383388;41.4248002
Natzaret - Lledoner;112;2.1362552;41.4258271
Natzaret - Cànoves;112;2.1354172;41.4269706
Natzaret - Av Jordà;19 76 112;2.1369449;41.4276526
Saldes;112;2.1345387;41.4288866
Viver - Cànoves;112;2.130856;41.4286196
Cànoves - Viver;112;2.1287044;41.4293072
Cànoves 105;112;2.1287656;41.4279801
Cànoves - Sant Genís;112;2.129919;41.427781
Cànoves 49;112;2.1320509;41.4275103
Cànoves - Penitents;112;2.1339091;41.4271527
Cànoves - Natzaret;112;2.13491;41.4267757
Av Elies Pagès - Pl Madrona Prat;112;2.1347804;41.4275103
Av Elies Pagès;112;2.13282;41.428346
Costa Pacheco 26;112;2.1312248;41.4280792
Zona Industrial;;2.1021734;41.5286379
Louis Braille;;2.0760272;41.5621346
Bernat Metge;;2.1007074;41.5314112
la Cobertera;;2.1140257;41.550749
Walter Benjamin;;2.0760511;41.561282
Puig i Cadafalch;;2.1047493;41.5349876
Salut;;2.1129163;41.5530907
Luther King;;2.0769879;41.5587504
Sabadell - Badia;;2.1124083;41.5136452
Gegants de Gràcia;;2.1061978;41.5370434
Estrasburg;;2.0868259;41.5622045
Pla de Fonollar;;2.1100788;41.5116132
Latorre;;2.1085602;41.538197
Còrdova;;2.0824613;41.5613299
Aeroport;;2.1022755;41.5185873
Sardà;;2.111908;41.5390843
Can Llong;;2.0820034;41.5627678
Costa Pacheco 21;112;2.1312905;41.4280693
Costa Pacheco - Av Elies Pagès;112;2.1325891;41.4284021
Av Elies Pagès - Natzaret;112;2.1348041;41.4275015
Centre Cívic Casa Groga;19 76 112 135;2.1369365;41.4271158
Escola Oficial d'Idiomes Vall d'Hebron;19 76 112 135;2.1385805;41.426672
Av Jordà - Judea;19 76 112 N4;2.1404373;41.4252952
;T2B;2.1431865;41.4259524
Granja Vella - Pg Vall d'Hebron;112;2.1440675;41.4272322
Coll i Alentorn - Av Martí i Codolar;185 112;2.1478836;41.4245989
Pantà de Tremp - Pl de la Clota;185 112;2.1500556;41.4257896
Lisboa - Serrallonga;185 112;2.1538374;41.4275054
Lisboa - Porto;V23 V25 102 112 185 N4;2.1575366;41.4291973
Pl. Pius XII - Av. Pedralbes;113;2.1225524;41.3877202
Gran Capità - Av de l'Exèrcit;H4 175 113 EP1 JM E44;2.1115102;41.3869622
Sor Eulàlia d'Anzizu - Gran Capità;113;2.109867;41.3881649
Sor Eulàlia d'Anzizu - Dulcet;113;2.1123017;41.3899162
Miret i Sans - Av d'Esplugues;113;2.1108289;41.3915212
Joan d'Alòs - Miret i Sans;113;2.1090102;41.3932975
Abadessa Olzet - Montevideo;113;2.1087074;41.3948408
Panamà - Abadessa Olzet;113;2.1072121;41.3954728
Av Pearson - Ptge Ametllers;113;2.1044748;41.3932042
Joan d'Alòs - Av Pearson;113;2.1038869;41.3914391
Torrent de les Roses - Mare de Déu de la Merçé;113;2.1036094;41.3892169
Pl Coll de Finestrelles;113;2.1042236;41.3890433
Eduard Toldrà - Ardena;113;2.1059183;41.3885707
Av d'Esplugues - Eduard Toldrà;H2 H4 63 68 113 78;2.1066451;41.387903
Diagonal - Complex Esportiu Universitari;V1 113;2.1118509;41.3841526
Av Doctor Marañón - Av de Xile;V1 113;2.1143635;41.3814814
Mini Estadi - Palau Blaugrana;113 M12;2.1191053;41.380823
Av Joan XXIII - Pl Pius XII;113;2.122555;41.3855839
Rambla de Badal - Constitució;115;2.1330939;41.368167
Numància - Av Roma;78 115 V7 N0;2.1414222;41.3812614
Metro Tarragona;109 115 L94 CJ N0;2.1452497;41.3784188
Moianès - Vilardell;;2.1425481;41.3743787
Moianès - Cuyàs;V5 91 115;2.1423798;41.3709752
Magòria;91 115;2.1417257;41.3696117
Mossèn Amadeu Oller - Gran Via;V5 115;2.1389654;41.3681815
Constitució - Jocs Florals;115;2.1365201;41.3698297
Constitució - Badal;115;2.1335296;41.3692165
Maria Montessori;;2.07769;41.5575242
Luther King;;2.07645;41.5595486
Can Diviu;;2.1083809;41.5139243
Bernat Metge;;2.1004698;41.5313984
Sant Ferran;;2.1077374;41.5381914
Font i Sagué;;2.0908039;41.5622295
Còrdova;;2.0817659;41.561522
Walter Benjamin;;2.0762128;41.5610826
Sant Pau de Riu-sec;;2.108295;41.5116757
Zona Industrial;;2.1017419;41.5286294
Jocs Florals;;2.1061301;41.5373797
Antoni Llonch;;2.115603;41.5465363
Louis Braille;;2.0761922;41.5624744
Turó de Sant Pau;;2.0979526;41.5140774
Maria Aguiló;;2.1046227;41.5354776
Sol;;2.1117492;41.5393114
Estrasburg;;2.0869836;41.5620864
Can Llong;;2.0816945;41.5627726
Av. Vallès;;2.0738935;41.5301267
Ribera;;2.0728358;41.5361099
Pladellorens;;2.078685;41.5331142
Rosales;;2.087362;41.5271605
Sant Quirze Jardí;;2.0726044;41.5342305
Vila Puig;;2.077751;41.5349573
Alfons XIII;;2.0851858;41.5307704
Joaquín Rodrigo;;2.0733937;41.5322372
CAP;;2.0758154;41.5364357
Antoni Gaudí;;2.0808455;41.5311436
Estació Centre;;2.1153352;41.5469518
Constitució - Riera de Tena;91 115;2.1345424;41.3695687
Olzinelles - Constitució;V5 115;2.1377264;41.3702005
Olzinelles - Noguera Pallaresa;V5 115;2.1370403;41.3718697
Pl Bonet i Muixí;V5 115;2.1363385;41.3742298
Pl. Sants;V5 115;2.1361087;41.3756916
Pl de Joan Peiró;V5 L94;2.1388312;41.3784722
Pl Can Baró;114;2.1621876;41.4162396
Trav de Gràcia - Pl Gal·la Placídia;114;2.1536583;41.3987299
Trav de Gràcia - Mariana Pineda;114;2.1568438;41.4007123
Pg Sant Joan - Sant Antoni Maria Claret;114;2.1648194;41.4032735
Pi i Margall - Sardenya;114 V19;2.163978;41.4092312
Praga - Rda Guinardó;114 V19;2.1642394;41.4122973
Camèlies - Abd el-Kader;114;2.1642882;41.4138537
Francesc Alegre - Av Mare de Déu de Montserrat;114;2.1669767;41.4157617
Francesc Alegre - Budapest;114;2.1662607;41.4165204
Budapest - Gènova;114;2.1680633;41.418357
Telègraf - Doctor Cadevall;114;2.1691016;41.4186318
Francesc Alegre;114;2.1664238;41.4163476
Pl de la Font Castellana - Tenerife;114;2.16639;41.4151837
Baró St Lluís - Polònia;114;2.1642734;41.415566
Torre Dulac - Tenerife;114;2.1634964;41.416502
Josep Serrano - Baró Sant Lluís;114;2.1627148;41.4172506
Jaume Puigvert - Josep Serrano;114;2.161222;41.4166956
Jaume Puigvert - José Millán González;114;2.16007;41.4160523
Av Can Baró - Bismarck;114;2.1610977;41.4152283
França - Polònia;114;2.1636015;41.4152718
Ronda Guinardó - Sardenya;114 N0;2.1627832;41.4121652
Ronda Guinardó - Pi i Margall;H6 V19 114 191;2.1638944;41.4118523
Encarnació - Escorial;114;2.1618682;41.4075288
Encarnació - Torrent de les Flors;114;2.1597408;41.4062115
Pl de la Virreina;114;2.1571602;41.4045909
Torrent de l'Olla - Astùries;39 114;2.1559267;41.4032688
Ros de Olano - Torrent de l'Olla;114;2.1566787;41.4021564
Ros de Olano - Gran de Gràcia;114;2.1544933;41.4009178
Gran de Gràcia - Metro Fontana;V17 22 24 114 87 N4;2.1532286;41.4017774
Bretón de los Herreros - Aulèstia i Pijoan;114;2.1518128;41.4023438
Montseny;;2.0822272;41.5345606
Rocafort;;2.0972956;41.538945
Bosc;;2.0753578;41.5286109
Sant Jaume;;2.0845101;41.5322746
Llaurador;;2.0800707;41.5310357
Alfons XIII;;2.0859495;41.5311909
CAP;;2.0767858;41.5357759
Estació Sant Quirze (FGC);;2.087043;41.5294623
Olivera;;2.0784827;41.5350498
Poble Sec;;2.0901203;41.5278602
Sabadell;;2.080065;41.5343672
Bruc;;2.0724609;41.5269073
Oliana;;2.1253103;41.5505192
Polígon Can Roqueta;;2.1315379;41.5376653
Parc Taulí;;2.109141;41.5565408
Corrals Nous;;2.1372917;41.5379678
Can Mimó;;2.1355759;41.5401094
Can Camps;;2.1318047;41.5348507
Can Gener;;2.1340894;41.5420044
Ca n'Alzina;;2.1333725;41.5373665
Guadiana;;2.1244462;41.5475901
Parc Taulí;;2.1094235;41.5567066
Bellesguard;;2.1210624;41.5375896
Cementiri Vell;;2.1219272;41.5580497
Amàlia;231;2.1178003;41.5574163
Torre de l'Aigua;231;2.1131794;41.5539257
Praga;;2.0829818;41.5650525
Madrid;;2.0830473;41.5584734
la Roureda;;2.0849031;41.5689571
Praga;;2.083131;41.565
Moscou;;2.0855766;41.5586208
Madrid;;2.0839883;41.5590525
Còrdova;;2.0823275;41.5608612
la Llanera;;2.0919172;41.5686331
La Selva;;2.093722;41.5679541
Can Puiggener;;2.1044147;41.5656987
Navas;;2.1038083;41.5603196
Sant Julià;;2.0853989;41.5715209
la Llanera;;2.0914995;41.5690609
Hortènsies;;2.0977301;41.567801
Florit;;2.102953;41.5619051
Barcelona;;2.1167516;41.5316861
Armand Obiols;;2.0840148;41.5724218
La Bonaigua;;2.0889491;41.5702161
Pavelló Nord;;2.0954392;41.5670287
Puig de la Creu;;2.1047836;41.5642776
Brutau;;2.1152679;41.5375611
Marçal Ballús;;2.0862199;41.5704224
La Granada;;2.1029943;41.5617402
La Selva;;2.0940323;41.5675409
Llum de la Selva;;2.1044515;41.5611638
València;;2.0971952;41.5658282
Somosierra;;2.1056525;41.5601344
Puig de la Creu;;2.1047132;41.5637946
Zamenhof;;2.1060798;41.551928
Brutau;;2.1145327;41.5372568
Palau d'Esports;;2.1174998;41.538081
Zamenhof;;2.1056643;41.5519483
C-59 La Fàbrega;;2.1047069;41.77712
Ctra. C-59 - La Fàbrega;e9 260 722;2.1056818;41.7762991
Ctra. C-59 - La Fàbrega;e9 260 722;2.1061743;41.7760757
Poliesportiu;MB1 MB3;2.0203749;41.4121984
Pl. Països Catalans;MB1 MB3;2.0185055;41.414794
Pl. Països Catalans;MB2 MB3;2.0182315;41.414785
St. Antoni Ma. Claret - Carme Galceran;MB3;2.0208893;41.4124983
Joan Maragall;MB1 MB3;2.0240516;41.4081537
Pas soterrat Rodalies;MB1 MB3;2.0223584;41.4088226
Can Santoi;MB3;2.0476453;41.4353287
Ctra. de Vallvidrera;MB3;2.0404971;41.4278269
Collserola;MB3;2.0216526;41.4196325
Catalunya;MB3;2.017686;41.4174568
Av. Montserrat / Dos Termes;MB3;2.0617798;41.4449117
Av. Montserrat c. Barranc del Llop 2;MB3;2.0555891;41.4442294
Av. Montserrat c. Llunell;MB3;2.0480742;41.4372558
Ctra. de la Rierada;MB3;2.0397119;41.428598
Rotonda Vallvidrera;MB3;2.0225964;41.417
Rector Colom;MB3;2.0176309;41.4183194
FGC La Floresta;MB3;2.0727712;41.4454879
Av. Montserrat c. Barranc del Llop 2 - Montsec;MB3;2.0559408;41.4445496
Av. Montserrat c. Barranc del Llop 1 - Magnòlia;MB3;2.0496694;41.4387745
Les Cases de Can Castellví;MB3;2.0444526;41.4357023
Esglèsia St. Bartomeu;MB3;2.0381582;41.4263635
Cementiri - Tanatori;MB3;2.0186068;41.4200794
Associació de Veïns Vallpineda;MB3;2.0584595;41.4447208
c. Gerani;MB3;2.0515895;41.4405963
Ronda Sant Pau - Paral·lel;21;2.1674803;41.3753961
Pg Joan de Borbó;47 59 D20 V15 V19 N12 N28;2.187272;41.3799664
Hospal del Mar;47 59 D20 N12 N28;2.1948153;41.3833702
Diagonal Mar;B23 H16 N7 N28;2.2184985;41.4104028
Josep Pla - Av Diagonal;V29 N28;2.2150521;41.4094184
Pg Taulat - Diagonal Mar;H16 N28;2.2154677;41.407026
Pg Taulat - Provençals;H16 N28;2.2131536;41.4048914
Carmen Amaya - Taulat;H16 V25 V27 N28;2.2027378;41.3943654
Pg Taulat - Bac de Roda;H16 N28;2.2107528;41.4030746
Pg Taulat - Jonquera;H16 V27 N28;2.2073871;41.4005578
Carmen Amaya - Ptge. de la Llacuna;V25 N28;2.2047741;41.3960335
Pg Taulat - Provençals;H16 N28;2.2125109;41.404991
Pg Taulat - Diagonal Mar;H16 N28;2.2154111;41.4070752
Pg Garcia Fària - Jonquera;N26;2.2075658;41.3998859
Pg Taulat - Bac de Roda;H16 N28;2.2095967;41.4026276
Cementiri de l'Est;H16 V27 N28;2.2024868;41.3942846
Pla de Palau - Parc de la Ciutadella;100 N0 N6 N28;2.1833349;41.3828554
Pla de Palau - Parc de la Ciutadella;100 N0 N6 N28;2.1832222;41.3828832
Ronda Sant Antoni - Pl Goya;55 D50 H16 N6 N26;2.1636954;41.383043
Via Júlia - Via Favència;132 80 81 H2 D50 N1;2.1795802;41.4455599
Via Júlia - Mas Duran;D50 H2 76 80 81 132 N1;2.1786835;41.4435276
Via Júlia- Sant Francesc Xavier;D50 H2 76 80 81 N1;2.1775227;41.4416105
Via Júlia- Turó Blau;D50 H2 76 80 81 N1;2.1754164;41.4392469
Palamós - Tamariu;D50 H2 127 N1;2.186129;41.4495107
Palamós - La Fosca;D50 H2 127 N1;2.1852933;41.4480269
La Fosca - Chafarinas;D50 H2 N1;2.1832783;41.4482061
Aiguablava - La Fosca;D50 H2 180 N1;2.1816916;41.4484353
Aiguablava - Via Favència;D50 H2 N1;2.1807367;41.4475476
Ripollet - Llerona;180;2.182092;41.4562693
Llerona - Vacarisses;180;2.1813469;41.4564012
Llerona a Vallbona;180;2.1806775;41.4561243
Aiguablava - Balanyà;180;2.1859956;41.4559551
Castelldefels - Av. Vallbona;180 183;2.181769;41.4597637
Av. Vallbona - Pl. Eucalíptus;180 N3;2.1812249;41.4604622
Escolapi Càncer - Metro Torre Baró/Vallbona;76 180 N3;2.1803896;41.4588357
Llerona;180;2.1815082;41.4591424
Av Sivatte - Ctra Nacional 152;97 180 183;2.1810255;41.463553
CEIP Ciutat Comtal;97 180 183;2.1825776;41.4627804
Centre d'Activitats Vallbona;97 180 183;2.183837;41.4631451
Castelladral - Oristà;97 180 183;2.1852502;41.4639332
Camp Municipal de futbol Vallbona;97 180 183;2.1853315;41.4639294
Via Júlia - Ptge Quintana;76 80 H2 D50 N1;2.1790139;41.4450116
Aiguablava - Tamariu;76 127 180 H2 D50 N1;2.1841247;41.4501097
Aiguablava - Vila-real;127 180 N1;2.1863877;41.4516714
Balanyà - Aiguablava;180;2.1859227;41.4559626
Via Júlia- Font d'en Canyelles;D40 D50 H2 V29 76 80 81 134 N1;2.1764157;41.4405071
Via Júlia- Font d'en Canyelles;D40 D50 H2 V29 76 80 81 134 N1;2.1763357;41.440536
Llerona - Viladecavalls;180;2.1818272;41.4544277
Llerona - Balanyà;180;2.1818966;41.4544374
Llerona a pl de la República;180;2.1806198;41.4561133
Llerona - Ptge. Carreras;180;2.1812869;41.4569731
Llerona - Ripollet;180;2.1820867;41.4562565
Llerona - Martorelles;180;2.1814968;41.459124
Llerona - Martorelles;180;2.1814631;41.4591306
Av de Vallbona - CAP Ctat Meridiana;D50 76 180 183;2.1807618;41.4609494
Av. Vallbona - Estació Renfe;183;2.1807337;41.4609747
Llobera;127;2.1779812;41.4500636
Mercat Mare de Déu de Montserrat;127 81;2.179132;41.4461857
Artesania - Antonio Machado;127 81 27;2.1710339;41.4451633
Artesania - Alcántara;81;2.1723274;41.4473373
Artesania - Jaume Pinent;81;2.1739976;41.4480304
Baixada del Pedregar;81;2.1759947;41.4491413
Briquets - Llobera;81;2.1773335;41.4495977
Cantera - Llobera;127 81;2.1776124;41.4493084
Mina de la Ciutat - Pla de Fornells;81 127;2.1756468;41.4481583
Pla de Fornells - Jaume Pinent;127 81;2.1766335;41.44642
Almansa - Joan Riera;D40 V29 81 134;2.175325;41.4427737
Sant Feliu de Codines - Castellfollit;183;2.1745738;41.4549855
Bellprat - Sant Feliu de Codines;183;2.1756257;41.4552473
Torre Baró;183;2.1750366;41.4535835
Av. Escolapi Càncer - Castellfollit;183;2.1760678;41.4543687
Av. Escolapi Càncer - Sant Quirze de Safaja;183;2.1772693;41.4559789
Av. Escolapi Càncer - Masquefa;183;2.1775268;41.4568498
Casal de Barri Torre Baró;183;2.1789788;41.4576412
Escolapi Càncer;180 183;2.1803854;41.458812
Vallcivera - Pl. Roja Ciutat Meridiana;;2.1792816;41.4611611
Vallcivera - Pl. Roja Ciutat Meridiana;;2.1793122;41.4611317
Vallcivera - Pl Roja;62 76 183 D50 N3;2.1793655;41.4612126
Vallcivera - Pl Aqüeducte;183;2.1770011;41.4597304
Vallcivera - Pl Aqüeducte;183;2.1770458;41.4596951
Vallcivera - Av Rasos de Peguera;183 76 104 N3;2.1761218;41.4595265
Vallcivera - Av Rasos de Peguera;183 76 104 N3;2.1760603;41.4595007
Les Agudes ( a Torre Baró-Vallbona );62 76 183 104 N3;2.1759807;41.4616401
Les Agudes 31;62 76 183 104 N3;2.1782353;41.4636092
Les Agudes - Can Cuiàs;62 76 183 104 N3;2.1759957;41.4636873
Les Agudes - Torrent del Bosc;183;2.1740881;41.4621399
Les Agudes - Torrent del Bosc;183;2.1741341;41.462147
Les Agudes 140;62 76 183 N3;2.1719098;41.4605062
Av Rasos de Peguera - Complex Esportiu Can Cuiàs;62 76 183 N3;2.1684502;41.4598951
Perafita;62 76 183 N3;2.1688197;41.4594373
Perafita - Av Rasos de Peguera;62 76 183 N3;2.1704333;41.4596404
Mercat Mare de Dèu de Núria;62 76 183 N3;2.1725554;41.4598895
Av Rasos de Peguera - Pedraforca;62 76 183 N3;2.173849;41.4604944
Les Agudes - Av Rasos de Peguera ( a Can Cuiàs );62 76 83 N3;2.1759686;41.461594
Mercat Ciutat Meridiana;62 76 183 104 N3;2.1782127;41.4624374
Av Rasos de Peguera - Pl. Roja;D50 62 76 104 183 N3;2.1784974;41.4615217
Sant Feliu de Codines - Metro Torre Baró/Vallbona;183;2.1806705;41.4604292
CEIP Elisenda de Montcada;183;2.1785007;41.4592658
Sant Feliu de Codines;183;2.1789053;41.4582697
Sant Feliu de Codines - Vilatorta;183;2.1773192;41.4577752
Sant Feliu de Codines - Oris;183;2.1748434;41.4563047
Ctra. Sànson - Europa;SF2;2.0442726;41.3882156
Piscines Municipals;;1.8302576;41.7247441
Can Peixauet;;2.2113113;41.4451823
Can Candeler;JT;2.0792718;41.3896644
València - Tarragona;D40 V7;2.1455518;41.3793377
València - Tarragona;D40 V7;2.1455915;41.3792903
Diputació - Tarragona;V7;2.1486433;41.3766249
Diputació - Tarragona;;2.1486679;41.3765923
;;1.954506;41.4886565
;;1.9539937;41.4885741
;;1.9575744;41.4913046
;;1.9578587;41.4913287
;;1.957038;41.4913508
;;1.9567698;41.491407
Av. Castell de Montbui - Av. Francesc Maspons;;2.2073795;41.6720384
Segons Jocs Mediterranis - Lleida;E70;2.1553958;41.371217
Francesc Macià - Marià Fortuny;L70 L74 L78 L96 X70 X79 N13 N20;2.0401283;41.3431477
Francesc Macià - Cerdanya;L70 L74 L96 X70 X79 N13 N20;2.041108;41.341974
Pl. de Catalunya;L70 L74 L96 SB1 X70 X79 N13 N20;2.042215;41.3402455
Jaume Balmes - Didac Priu;L70 SB1 X70 N20;2.0420462;41.3379198
Jaume Balmes - Pl. Cristòfor Rebull;L70 SB1 X70 N20;2.0442603;41.3364383
Santa Creu de Calafell - Francesc Macià;L70 L82 L85 M5 X70 N13 N14 N20;2.0464039;41.3369199
Osca - Alguer;L70 L77 SB3 X70 N20;2.0480571;41.3388092
Ctra. del Prat - Saragossa;L70 L77 L81 L86 E70;2.0512297;41.3347792
Frederic Mompou - Ciutat Cooperativa;SB1;2.0299441;41.3557735
Frederic Mompou - Rda. Sant Ramon;L70 L72 SB1 X70 X79 N13 N20;2.0285045;41.3555116
Rda. Sant Ramon - Pl. Joan N. Garcia Nieto;L70 L72 SB1 SB3 X70 X79 N13 N20;2.027101;41.3519264
Rda. Sant Ramon - Victòria;L70 L72 E70 E79 N13;2.0275201;41.3497988
Rda. Sant Ramon - Eusebi Güell;L70 L72 E70 E79 N13;2.0281552;41.3470587
Eusebi Güell - Pl. de les Forces Armades;L70 L78 E70 E79 N13 SB1;2.0294287;41.3470072
Eusebi Güell - Joaquim Auger;L70 L74 L78 E70 E79 M75 N13 SB1;2.0316683;41.347319
Eusebi Güell - Joan Martí;L70 L74 L78 E70 E79 M75 N13 SB1;2.0336636;41.3475832
Eusebi Güell - Pl. Pallars Sobirà;L70 L74 L78 E70 E79 M75 N13 SB1;2.0364573;41.3479736
Riera Basté - Francesc Pi i Margall;L70 L74 L78 L96 X70 X79 M75 N13 N20;2.0369643;41.3475063
Riera Basté - Lluís Castells;L70 L74 L78 L96 X70 X79 N13 N20;2.0359119;41.3463545
Lluís Pascual Roca - Anselm Clavé;L70 L74 L78 L96 X70 X79 N13 N20;2.0366817;41.3448053
Mn. Jacint Verdaguer - Pare Pere de Piera;L70 L74 L78 L96 E70 E79 N13;2.0384484;41.3429166
Lluís Pascual Roca - Pintor Joan Miró;L70 L74 L78 L96 E70 E79 N13;2.0360847;41.3450935
Francesc Pi i Margall - Ctra. Bori;L70 L74 L78 E70 E79 M75 N13;2.0335625;41.3468409
Pl. Assemblea Catalunya;L70 L78 E70 E79 N13;2.0307582;41.3464952
Jordi Rubió i Balaguer - Rda. Sant Ramon;L70 L78 E70 E79 N13;2.0288485;41.3458646
Rda. Sant Ramon - Rosselló;L70 L72 E70 E79 N13;2.0280108;41.3470965
Rda. Sant Ramon - Av. Can Carreras;L70 L72 E70 E79 N13;2.0274424;41.3495521
Rda. Sant Ramon - Lleida;L70 L72 E70 E79 N13 SB1;2.0269154;41.352774
Rda. Sant Ramon - Frederic Mompou;L70 L72 E70 E79;2.027083;41.3544846
Rda. Sant Ramon - Frederic Mompou;L70 L72 E70 E79;2.0270293;41.3544851
Frederic Mompou - Manuel de Falla;L70 L72 E70 E79 N13 SB1;2.0271494;41.3553759
Frederic Mompou - Pl. Joan Sanromà i F.;L70 L72 E70 E79 N13 SB1;2.0297779;41.3559272
Lleida - Av Paral·lel;55 E70 E81 E86;2.1544317;41.3742318
Pl Espanya - Paral·lel;L70 L72 L80 L81 L86 L87 D20 E81 E86 E70 N0;2.1505274;41.3749649
Ctra. del Prat - Cantàbria;L70 L81 L86 E70;2.0511486;41.334663
Jaume Balmes - Cristòfor Colom;L70 L82 L85 E70 N13 N14;2.0452056;41.3358056
Jaume Balmes - Mn. Antoni Solanas;L70 E70 N13 SB1;2.0429771;41.3372874
Onze de Setembre - Pl. Catalunya;L70 L78 L96 E70 N13;2.0414836;41.3392273
Mn. Jacint Verdaguer - Marià Fortuny;L70 L74 L78 L96 E70 E79 N13;2.0397455;41.3417209
Mn. Jacint Verdaguer - Marià Fortuny;L70 L74 L78 L96 E70 E79 N13;2.0397211;41.3417167
Pau Romeva - Av. Diagonal;;2.1373412;41.3898292
Av Baix Llobregat - St Martí de l'Erm;78 157 JT L20 L46 X30 N15;2.0739864;41.3736805
Porta Diagonal;L77 X30 L21;2.0758547;41.3750695
Sant Martí de l'Erm - Rbla. Modolell;L77 X30 L21;2.0769659;41.3759758
Sant Martí de l'Erm - Rbla. Modolell;L77 X30 L21;2.0769571;41.375991
Rbla. Gaspar Modolell - Ctra. Reial;JT L77 X30 L21;2.0762616;41.3784908
Parc de la Rambla;63 157 JT L77 L21 X30 N12;2.0752551;41.3804701
El Parador;63 157 JM JT L77 L21 X30 N12;2.0742533;41.3824751
Tudona - Pl. Parador;JT E30;2.0735851;41.3832176
Casal de Joves;63 157 JT L10 L46 E30 N12;2.0714525;41.3827883
CAP Sant Just Desvern;63 157 L21 L46 L77 X30 N12;2.0698493;41.3825552
Polígon Sud-oest;E30;2.0626253;41.3837444
Rosa Leveroni;E30;2.0592108;41.3858526
Mas Lluí;E30;2.0583451;41.3879722
Parc Europa;SF1 SF3 E30;2.0573283;41.3849598
Parc Europa;SF1 SF3 E30;2.0574007;41.384977
Polígon Sud-oest;E30;2.0626718;41.3836792
CAP Sant Just Desvern;63 157 L21 L46 L77 X30 N12;2.0699171;41.3826034
El Parador;63 157 JM L77 X30 L21 N12;2.0740589;41.3828555
Parc de la Rambla;63 157 JM JT L77 L21 X30 N12;2.0750983;41.3807947
Rambla Sant Just - Ctra Reial;63 157 JT L77 X30 L21 N12;2.075857;41.3792903
Sant Martí de l'Erm - Mestre Manuel de Falla;L77 X30 L21;2.0771963;41.375544
Sant Martí de l'Erm - Av. Baix Llobregat;L11 L77 E30;2.0737543;41.372784
Sant Martí de l'Erm - Av. Baix Llobregat;L11 L77 E30;2.0738148;41.3727232
Josep Trueta - Josep Tarradellas;157 L11 E30;2.0713165;41.3728876
Flos i Calcat - Martí i Julià;E43;2.1317853;41.3904208
Olivera (Can Ruti);E33;2.2380983;41.4797599
Ctra BV 2001 - Onze de Setembre;78 L52 E43;2.0461612;41.374502
Ctra BV 2001 - Benzinera;78 L52 E43;2.0502405;41.3706633
Creu d'En Muntaner - Major;E43;2.0517093;41.3688883
Creu d'En Muntaner - Major;E43;2.051788;41.368835
Av. Barcelona - Rbla. Josep M. Jujol;X43;2.0566881;41.3617283
Av. Barcelona - Rbla. Josep M. Jujol;E43;2.0567851;41.361788
Creu d'En Muntaner - Major;E43;2.0516568;41.3689766
Ctra BV 2001 - Benzinera;78 L52 E43;2.0503025;41.3706158
Ctra BV 2001 - Onze de Setembre;78 L52 E43;2.0461854;41.3744625
Juan de la Cierva - Pau Casals;68 78 EP1 JM E44;2.0997491;41.3836247
González Tablas - Sor Eulàlia d'Anzizu;113 175 EP1 JM H4 V1 E44 N12;2.1092381;41.3856257
Parc de Cervantes;63 68 78 EP1 JM N12 E44;2.1046068;41.3852614
Joan Miró - Casal Sant Jordi;EP1 JM E44;2.1001761;41.3847189
Hospital Sant Joan de Déu;68 78 EP1 JM E44;2.1012877;41.3835745
Av d'Esplugues - González Tablas;V1 63 EP1 JM N12 E44;2.1058734;41.3870205
Sor Eulàlia d'Anzizu - González Tablas;H4 175 EP1 JM E44;2.1087507;41.3870474
Pau Romeva - Av. Diagonal;E79;2.1371435;41.3900336
Av. del Baix Llobregat - Tarragonès;E79;2.0605164;41.3574084
Bonaventura Calopa - Ctra. Fonda;L74 L77 SB1 SB3 X79;2.0471361;41.3463515
Bonaventura Calopa - Mn. Pere Tarrés;L74 L77 SB1 SB3 X79;2.0464437;41.3428629
Mallorca - Indústria;L74 E79;2.043626;41.3422437
Hospital P. S. Sant Joan de Déu;L70 L72 E70 E79;2.0312657;41.354315
Dr. Morales - Hospital Sant Joan de Déu;L70 X70 N13 N20;2.0310873;41.3538809
Cerdanya - Mn. Pere Tarrès;L74 E79;2.0437417;41.3432805
